query_id,subject_id,dN,dS,dNdS
lcl|NC_000006.12_cds_XP_024302244.1_38450,lcl|NC_000083.6_cds_XP_006524714.1_67902,0.007377,0.2807,0.02628
lcl|NC_000006.12_cds_XP_024302269.1_39008,lcl|NC_000067.6_cds_XP_017175044.1_351,0.008994,0.3788,0.02374
lcl|NC_000006.12_cds_XP_024302271.1_39010,lcl|NC_000067.6_cds_XP_006495881.1_352,0.006785,0.3539,0.01918
lcl|NC_000006.12_cds_XP_024302301.1_40778,lcl|NC_000076.6_cds_NP_001159874.1_42735,0.05273,0.6341,0.08315
lcl|NC_000006.12_cds_XP_024302312.1_36656,lcl|NC_000079.6_cds_NP_080176.2_55426,0.04246,0.4164,0.102
lcl|NC_000006.12_cds_XP_024302332.1_40449,lcl|NC_000076.6_cds_NP_080794.2_42966,0.03481,0.3202,0.1087
lcl|NC_000006.12_cds_XP_024302338.1_41686,lcl|NC_000083.6_cds_XP_006524890.1_65965,0.113,0.6853,0.1649
lcl|NC_000006.12_cds_XP_024302340.1_38569,lcl|NC_000083.6_cds_NP_848767.1_67825,0.04063,0.442,0.09192
lcl|NC_000006.12_cds_XP_024302341.1_41332,lcl|NC_000083.6_cds_NP_001104487.1_65648,0.06932,0.5681,0.122
lcl|NC_000006.12_cds_XP_024302354.1_38409,lcl|NC_000083.6_cds_XP_011244978.1_67935,0.06676,0.5917,0.1128
lcl|NC_000006.12_cds_XP_024302355.1_38424,lcl|NC_000083.6_cds_XP_011244979.1_67920,0.06819,0.6048,0.1128
lcl|NC_000006.12_cds_XP_024302356.1_41352,lcl|NC_000083.6_cds_XP_011244483.1_65680,0.1132,0.5448,0.2078
lcl|NC_000006.12_cds_XP_024302360.1_40666,lcl|NC_000076.6_cds_XP_006512793.1_42813,0,0.2511,0
lcl|NC_000006.12_cds_XP_024302366.1_37060,lcl|NC_000079.6_cds_XP_006516723.1_54757,0.1985,0.5607,0.354
lcl|NC_000007.14_cds_42886,lcl|NC_000080.6_cds_58686,0.6776,NA,NA
lcl|NC_000007.14_cds_46175,lcl|NC_000072.6_cds_24727,0.6389,1.956,0.3266
lcl|NC_000007.14_cds_NP_000074.2_46266,lcl|NC_000072.6_cds_NP_038519.1_24809,0.06467,0.4783,0.1352
lcl|NC_000007.14_cds_NP_000080.2_44383,lcl|NC_000072.6_cds_NP_031769.2_23996,0.05673,0.3523,0.161
lcl|NC_000007.14_cds_NP_000099.2_45241,lcl|NC_000078.6_cds_NP_031887.2_52149,0.02554,0.3536,0.07223
lcl|NC_000007.14_cds_NP_000102.1_45240,lcl|NC_000078.6_cds_XP_017170439.1_52150,0.1089,0.538,0.2024
lcl|NC_000007.14_cds_NP_000153.1_43084,lcl|NC_000077.6_cds_NP_034422.2_46252,0.02086,0.504,0.04138
lcl|NC_000007.14_cds_NP_000159.3_42931,lcl|NC_000079.6_cds_XP_006516615.1_54671,0.07239,0.5567,0.13
lcl|NC_000007.14_cds_NP_000172.2_43596,lcl|NC_000071.6_cds_NP_034498.1_22875,0.1533,0.6906,0.222
lcl|NC_000007.14_cds_NP_000184.1_46804,lcl|NC_000071.6_cds_NP_033196.1_19800,0.03502,0.4872,0.07187
lcl|NC_000007.14_cds_NP_000221.1_45615,lcl|NC_000072.6_cds_NP_032519.1_24284,0.103,0.51,0.202
lcl|NC_000007.14_cds_NP_000229.1_46548,lcl|NC_000071.6_cds_NP_038597.2_19648,0.02,0.4802,0.04165
lcl|NC_000007.14_cds_NP_000256.4_43826,lcl|NC_000071.6_cds_NP_035006.3_22927,0.1007,0.761,0.1323
lcl|NC_000007.14_cds_NP_000281.2_43045,lcl|NC_000077.6_cds_NP_061358.1_46243,0.04289,0.5918,0.07248
lcl|NC_000007.14_cds_NP_000296.2_44451,lcl|NC_000072.6_cds_NP_899131.1_24034,0.06168,0.4553,0.1355
lcl|NC_000007.14_cds_NP_000434.1_44116,lcl|NC_000071.6_cds_NP_032856.2_19437,0.04632,0.4888,0.09475
lcl|NC_000007.14_cds_NP_000437.3_44448,lcl|NC_000072.6_cds_NP_035264.2_24029,0.1029,0.5007,0.2054
lcl|NC_000007.14_cds_NP_000457.1_44332,lcl|NC_000071.6_cds_NP_001280735.1_19317,0.1053,0.4872,0.2161
lcl|NC_000007.14_cds_NP_000465.1_42332,lcl|NC_000078.6_cds_NP_035788.1_52229,0.01462,0.2235,0.06545
lcl|NC_000007.14_cds_NP_000483.3_45446,lcl|NC_000072.6_cds_XP_006505041.1_24161,0.1272,0.5567,0.2285
lcl|NC_000007.14_cds_NP_000513.2_42539,lcl|NC_000072.6_cds_NP_032290.1_25125,0.005598,0.374,0.01497
lcl|NC_000007.14_cds_NP_000526.2_41996,lcl|NC_000071.6_cds_NP_032912.2_23654,0.1305,0.6056,0.2155
lcl|NC_000007.14_cds_NP_000587.1_43208,lcl|NC_000077.6_cds_NP_032367.3_46328,0.1866,0.8051,0.2318
lcl|NC_000007.14_cds_NP_000589.2_43209,lcl|NC_000077.6_cds_NP_032369.2_46330,0.1132,0.4458,0.2539
lcl|NC_000007.14_cds_NP_000593.1_44901,lcl|NC_000071.6_cds_NP_032897.2_23219,0.1158,0.6304,0.1837
lcl|NC_000007.14_cds_NP_000594.2_46556,lcl|NC_000071.6_cds_NP_032739.3_19653,0.02897,0.452,0.06408
lcl|NC_000007.14_cds_NP_000713.2_44016,lcl|NC_000071.6_cds_NP_001104314.1_19494,0.01834,0.4408,0.0416
lcl|NC_000007.14_cds_NP_000777.1_44273,lcl|NC_000071.6_cds_NP_064394.2_19354,0.04364,0.4441,0.09828
lcl|NC_000007.14_cds_NP_000790.2_44846,lcl|NC_000071.6_cds_NP_031968.1_23264,0.1232,0.5945,0.2073
lcl|NC_000007.14_cds_NP_000814.2_42659,lcl|NC_000072.6_cds_NP_001003685.2_25193,0.1117,0.4992,0.2238
lcl|NC_000007.14_cds_NP_000831.2_44045,lcl|NC_000071.6_cds_NP_862898.1_19456,0.01696,0.4675,0.03627
lcl|NC_000007.14_cds_NP_000896.1_42451,lcl|NC_000072.6_cds_NP_075945.1_25068,0.03964,0.4246,0.09336
lcl|NC_000007.14_cds_NP_000931.1_44449,lcl|NC_000072.6_cds_NP_766594.1_24031,0.1105,0.4404,0.2509
lcl|NC_000007.14_cds_NP_000932.3_43859,lcl|NC_000071.6_cds_XP_006504462.1_23094,0.04181,0.6164,0.06784
lcl|NC_000007.14_cds_NP_001001656.1_46125,lcl|NC_000072.6_cds_XP_006506205.1_24689,0.08172,0.5068,0.1613
lcl|NC_000007.14_cds_NP_001001659.1_46314,lcl|NC_000072.6_cds_NP_666865.1_24852,0.1041,0.5122,0.2032
lcl|NC_000007.14_cds_NP_001002010.2_42714,lcl|NC_000072.6_cds_NP_080280.3_25236,0.02765,0.6622,0.04175
lcl|NC_000007.14_cds_NP_001002926.1_42334,lcl|NC_000078.6_cds_NP_758457.1_52227,0.1255,0.5899,0.2128
lcl|NC_000007.14_cds_NP_001003713.1_44569,lcl|NC_000071.6_cds_NP_065607.1_23726,0.1003,0.7404,0.1354
lcl|NC_000007.14_cds_NP_001003795.1_43835,lcl|NC_000071.6_cds_NP_444496.1_22922,0.1132,1.015,0.1116
lcl|NC_000007.14_cds_NP_001003801.1_46622,lcl|NC_000071.6_cds_NP_080167.3_19698,9.809e-4,0.2855,0.003435
lcl|NC_000007.14_cds_NP_001004320.1_42237,lcl|NC_000078.6_cds_NP_848882.2_52287,0.09056,0.4889,0.1852
lcl|NC_000007.14_cds_NP_001005340.1_42405,lcl|NC_000072.6_cds_NP_444340.3_25038,0.1861,0.6259,0.2974
lcl|NC_000007.14_cds_NP_001005480.2_46313,lcl|NC_000072.6_cds_NP_666408.1_24853,0.1364,0.6856,0.199
lcl|NC_000007.14_cds_NP_001008226.1_45932,lcl|NC_000072.6_cds_NP_001157883.1_24520,0.006115,0.207,0.02954
lcl|NC_000007.14_cds_NP_001009571.2_45493,lcl|NC_000072.6_cds_NP_001239039.1_24207,0.01804,0.4443,0.0406
lcl|NC_000007.14_cds_NP_001010934.1_44012,lcl|NC_000071.6_cds_NP_001276389.1_19509,0.05775,0.3282,0.176
lcl|NC_000007.14_cds_NP_001011666.1_42563,lcl|NC_000072.6_cds_NP_766316.1_25141,0.004127,0.4065,0.01015
lcl|NC_000007.14_cds_NP_001014436.1_43042,lcl|NC_000077.6_cds_NP_001139781.1_46242,0.07711,0.5624,0.1371
lcl|NC_000007.14_cds_NP_001015072.2_44876,lcl|NC_000071.6_cds_NP_081632.1_23236,0.1145,0.6631,0.1727
lcl|NC_000007.14_cds_NP_001018068.1_45413,lcl|NC_000072.6_cds_NP_112475.1_24127,0.1429,0.5088,0.281
lcl|NC_000007.14_cds_NP_001020114.1_43605,lcl|NC_000071.6_cds_XP_006504404.1_22879,0.0342,0.5718,0.05982
lcl|NC_000007.14_cds_NP_001025006.1_43189,lcl|NC_000077.6_cds_XP_006514685.1_46313,0.02636,0.4103,0.06423
lcl|NC_000007.14_cds_NP_001026788.1_41744,lcl|NC_000071.6_cds_NP_932097.1_23462,0.1205,0.6429,0.1874
lcl|NC_000007.14_cds_NP_001026860.2_46270,lcl|NC_000072.6_cds_NP_083804.3_24814,0.0186,0.4352,0.04275
lcl|NC_000007.14_cds_NP_001026880.2_42388,lcl|NC_000071.6_cds_NP_080724.2_19642,0.01096,0.3882,0.02822
lcl|NC_000007.14_cds_NP_001028777.1_42730,lcl|NC_000075.6_cds_XP_006510482.1_38685,0.06745,0.5858,0.1151
lcl|NC_000007.14_cds_NP_001032240.1_42037,lcl|NC_000071.6_cds_NP_598464.3_23640,0.5447,0.752,0.7244
lcl|NC_000007.14_cds_NP_001032242.1_41922,lcl|NC_000071.6_cds_NP_951031.2_23555,0.04021,0.5988,0.06715
lcl|NC_000007.14_cds_NP_001034439.1_46771,lcl|NC_000071.6_cds_NP_001185815.1_19779,0.03611,0.7425,0.04863
lcl|NC_000007.14_cds_NP_001034461.1_44360,lcl|NC_000072.6_cds_XP_006505021.1_23971,0.0842,0.4654,0.1809
lcl|NC_000007.14_cds_NP_001035025.1_42582,lcl|NC_000072.6_cds_NP_076032.2_25158,0.01819,0.4056,0.04485
lcl|NC_000007.14_cds_NP_001035194.1_44898,lcl|NC_000071.6_cds_XP_006504604.2_23224,0.3516,1.151,0.3055
lcl|NC_000007.14_cds_NP_001035242.1_44418,lcl|NC_000072.6_cds_NP_001035701.1_24013,0.1885,0.7265,0.2595
lcl|NC_000007.14_cds_NP_001035257.1_41857,lcl|NC_000071.6_cds_NP_032520.1_23525,0.06039,0.5523,0.1093
lcl|NC_000007.14_cds_NP_001035546.1_43851,lcl|NC_000071.6_cds_NP_666114.1_23090,0.06285,0.4957,0.1268
lcl|NC_000007.14_cds_NP_001036000.1_46598,lcl|NC_000071.6_cds_NP_001243360.1_19681,0.01661,0.3556,0.04669
lcl|NC_000007.14_cds_NP_001071089.1_43732,lcl|NC_000071.6_cds_NP_001186606.1_23046,0.02035,0.3084,0.066
lcl|NC_000007.14_cds_NP_001071121.1_42758,lcl|NC_000075.6_cds_NP_919239.1_38702,0.009022,0.4987,0.01809
lcl|NC_000007.14_cds_NP_001071131.1_43015,lcl|NC_000077.6_cds_NP_848738.2_46233,0.07111,0.5991,0.1187
lcl|NC_000007.14_cds_NP_001073922.2_41786,lcl|NC_000071.6_cds_XP_006504792.1_23486,0.05465,0.629,0.08688
lcl|NC_000007.14_cds_NP_001073930.1_41780,lcl|NC_000071.6_cds_NP_038730.1_23482,0.05344,0.4622,0.1156
lcl|NC_000007.14_cds_NP_001073980.2_46027,lcl|NC_000072.6_cds_NP_001094977.1_24598,0.02157,0.4694,0.04595
lcl|NC_000007.14_cds_NP_001075.1_44914,lcl|NC_000071.6_cds_NP_036092.1_23205,0.04518,0.5736,0.07877
lcl|NC_000007.14_cds_NP_001075028.1_44561,lcl|NC_000071.6_cds_NP_001278177.1_23723,0.004812,0.3555,0.01353
lcl|NC_000007.14_cds_NP_001076440.1_43360,lcl|NC_000077.6_cds_XP_006514549.1_46408,0.06449,0.6522,0.09887
lcl|NC_000007.14_cds_NP_001078835.1_44613,lcl|NC_000071.6_cds_XP_017176605.1_23740,0.1081,0.1862,0.5803
lcl|NC_000007.14_cds_NP_001091089.1_41797,lcl|NC_000071.6_cds_NP_001155020.1_23492,0.09122,0.6768,0.1348
lcl|NC_000007.14_cds_NP_001092.1_41967,lcl|NC_000071.6_cds_NP_031419.1_23588,0.00216,0.3915,0.005517
lcl|NC_000007.14_cds_NP_001092304.1_46606,lcl|NC_000071.6_cds_NP_056554.1_19687,0.03872,0.3805,0.1018
lcl|NC_000007.14_cds_NP_001092870.1_44391,lcl|NC_000072.6_cds_NP_001123661.1_24000,0.02439,0.4194,0.05814
lcl|NC_000007.14_cds_NP_001092885.2_43837,lcl|NC_000071.6_cds_XP_006504397.1_23081,0.1788,0.6607,0.2707
lcl|NC_000007.14_cds_NP_001094062.1_46466,lcl|NC_000072.6_cds_XP_006506798.1_24972,0.3873,1.166,0.3321
lcl|NC_000007.14_cds_NP_001094887.1_42241,lcl|NC_000078.6_cds_NP_001276431.1_52279,0.1811,0.6429,0.2818
lcl|NC_000007.14_cds_NP_001094896.1_42243,lcl|NC_000078.6_cds_NP_848744.2_52278,0.1667,0.6303,0.2645
lcl|NC_000007.14_cds_NP_001095118.1_43137,lcl|NC_000077.6_cds_NP_997125.2_46276,0.1411,0.537,0.2628
lcl|NC_000007.14_cds_NP_001095856.1_43987,lcl|NC_000071.6_cds_NP_001074612.1_19527,0.02393,0.5849,0.04092
lcl|NC_000007.14_cds_NP_001096646.1_46795,lcl|NC_000071.6_cds_NP_001297441.1_19794,0.1591,0.5284,0.301
lcl|NC_000007.14_cds_NP_001103669.1_43883,lcl|NC_000071.6_cds_XP_006504535.1_23118,0.05158,0.4865,0.106
lcl|NC_000007.14_cds_NP_001103824.1_43890,lcl|NC_000071.6_cds_NP_035906.1_23129,0.2233,0.6714,0.3325
lcl|NC_000007.14_cds_NP_001106177.1_42189,lcl|NC_000078.6_cds_NP_001139668.1_52311,0.04706,0.5425,0.08674
lcl|NC_000007.14_cds_NP_001106710.1_46030,lcl|NC_000072.6_cds_NP_001281072.1_24600,0.01217,0.392,0.03106
lcl|NC_000007.14_cds_NP_001109.2_42663,lcl|NC_000072.6_cds_NP_001020543.1_25198,0.03872,0.45,0.08604
lcl|NC_000007.14_cds_NP_001120.3_43068,lcl|NC_000077.6_cds_NP_033766.2_46248,0.07964,0.5632,0.1414
lcl|NC_000007.14_cds_NP_001120959.1_45695,lcl|NC_000072.6_cds_NP_001298003.1_24339,0.007169,0.4776,0.01501
lcl|NC_000007.14_cds_NP_001122325.1_44870,lcl|NC_000071.6_cds_XP_006504692.1_23238,0.009475,0.605,0.01566
lcl|NC_000007.14_cds_NP_001124192.1_45734,lcl|NC_000072.6_cds_NP_001164471.2_24369,0.004016,0.3371,0.01191
lcl|NC_000007.14_cds_NP_001124194.2_45739,lcl|NC_000072.6_cds_NP_001164472.1_24374,0.001897,0.3244,0.005846
lcl|NC_000007.14_cds_NP_001124195.1_45738,lcl|NC_000072.6_cds_XP_006505248.1_24371,0,0.3291,0
lcl|NC_000007.14_cds_NP_001124437.1_41733,lcl|NC_000071.6_cds_NP_001243046.1_23454,0.1988,0.8016,0.248
lcl|NC_000007.14_cds_NP_001124438.1_46040,lcl|NC_000072.6_cds_XP_017176989.1_24607,0.1148,0.5077,0.2262
lcl|NC_000007.14_cds_NP_001127807.1_42022,lcl|NC_000071.6_cds_NP_038585.2_23646,0.09654,0.5548,0.174
lcl|NC_000007.14_cds_NP_001127877.1_44125,lcl|NC_000071.6_cds_XP_006503640.1_19431,0.02529,0.3767,0.06712
lcl|NC_000007.14_cds_NP_001127878.1_44127,lcl|NC_000071.6_cds_NP_941022.1_19429,0.02633,0.4195,0.06276
lcl|NC_000007.14_cds_NP_001128683.1_43701,lcl|NC_000071.6_cds_XP_017176679.1_23068,0.09087,0.6056,0.15
lcl|NC_000007.14_cds_NP_001129029.1_44466,lcl|NC_000072.6_cds_NP_001177954.1_24042,0.009884,0.4127,0.02395
lcl|NC_000007.14_cds_NP_001129474.1_45572,lcl|NC_000072.6_cds_NP_795987.2_24248,0.088,0.4655,0.189
lcl|NC_000007.14_cds_NP_001135931.2_46611,lcl|NC_000071.6_cds_NP_536692.1_19689,0.09554,0.4134,0.2311
lcl|NC_000007.14_cds_NP_001136221.1_44048,lcl|NC_000071.6_cds_NP_766294.2_19453,0.03066,0.436,0.07032
lcl|NC_000007.14_cds_NP_001138536.1_43830,lcl|NC_000071.6_cds_NP_109644.2_22916,0.0152,0.5442,0.02794
lcl|NC_000007.14_cds_NP_001138590.1_42044,lcl|NC_000071.6_cds_NP_001152793.1_23630,0.04271,0.5517,0.07741
lcl|NC_000007.14_cds_NP_001138740.1_45007,lcl|NC_000071.6_cds_NP_808537.2_19565,0.1619,0.4919,0.3291
lcl|NC_000007.14_cds_NP_001138986.1_42600,lcl|NC_000072.6_cds_XP_011239761.1_25168,0.05968,0.486,0.1228
lcl|NC_000007.14_cds_NP_001139184.1_43507,lcl|NC_000071.6_cds_XP_006504556.1_22871,0.1896,0.9504,0.1995
lcl|NC_000007.14_cds_NP_001139806.1_43196,lcl|NC_000077.6_cds_NP_001075121.1_46315,0.2558,0.5918,0.4322
lcl|NC_000007.14_cds_NP_001153350.1_43286,lcl|NC_000077.6_cds_NP_056600.1_46363,0.1071,0.4946,0.2166
lcl|NC_000007.14_cds_NP_001153682.1_44471,lcl|NC_000072.6_cds_NP_056644.1_24047,0.02192,0.4562,0.04805
lcl|NC_000007.14_cds_NP_001154481.1_45037,lcl|NC_000071.6_cds_NP_080310.1_19576,0.1237,0.5458,0.2266
lcl|NC_000007.14_cds_NP_001155000.1_44275,lcl|NC_000071.6_cds_NP_766467.2_19338,0.2141,0.5178,0.4135
lcl|NC_000007.14_cds_NP_001155306.2_43290,lcl|NC_000077.6_cds_XP_006514884.1_46366,0.1499,0.4491,0.3336
lcl|NC_000007.14_cds_NP_001156622.1_42211,lcl|NC_000078.6_cds_XP_006515031.1_52303,0.009701,0.2833,0.03424
lcl|NC_000007.14_cds_NP_001156623.1_42209,lcl|NC_000078.6_cds_XP_006515034.1_52304,0.01013,0.2894,0.03499
lcl|NC_000007.14_cds_NP_001156946.1_46432,lcl|NC_000072.6_cds_NP_001156947.1_24921,0.02929,0.5265,0.05563
lcl|NC_000007.14_cds_NP_001156971.1_44815,lcl|NC_000071.6_cds_XP_006504682.1_23302,0.05841,0.4573,0.1277
lcl|NC_000007.14_cds_NP_001157108.1_43822,lcl|NC_000071.6_cds_NP_001074216.1_22942,0.01461,0.6434,0.02271
lcl|NC_000007.14_cds_NP_001157413.1_42352,lcl|NC_000078.6_cds_NP_084237.1_54454,0.1257,0.4919,0.2555
lcl|NC_000007.14_cds_NP_001157934.1_44897,lcl|NC_000071.6_cds_XP_017176726.1_23227,0.3179,1.186,0.2681
lcl|NC_000007.14_cds_NP_001158137.1_45994,lcl|NC_000072.6_cds_NP_918950.2_24569,0.166,0.5695,0.2915
lcl|NC_000007.14_cds_NP_001158508.1_43150,lcl|NC_000077.6_cds_XP_006514649.1_46289,0.02235,0.4536,0.04928
lcl|NC_000007.14_cds_NP_001159817.1_45405,lcl|NC_000072.6_cds_NP_780297.3_24123,0.1037,0.4506,0.2301
lcl|NC_000007.14_cds_NP_001161406.1_43186,lcl|NC_000077.6_cds_NP_001177272.1_46312,0.0288,0.4625,0.06227
lcl|NC_000007.14_cds_NP_001162153.2_44804,lcl|NC_000071.6_cds_NP_001075431.2_23307,0.4533,0.8619,0.5259
lcl|NC_000007.14_cds_NP_001165908.1_44413,lcl|NC_000072.6_cds_NP_570947.2_24012,0.1729,0.7783,0.2222
lcl|NC_000007.14_cds_NP_001166237.1_45400,lcl|NC_000072.6_cds_NP_997600.1_24121,0.002035,0.2963,0.006868
lcl|NC_000007.14_cds_NP_001166368.1_45432,lcl|NC_000072.6_cds_XP_006505039.1_24138,0.03355,0.3055,0.1098
lcl|NC_000007.14_cds_NP_001176.1_44666,lcl|NC_000071.6_cds_NP_038506.2_23337,0.2521,0.5454,0.4622
lcl|NC_000007.14_cds_NP_001177776.1_45929,lcl|NC_000072.6_cds_NP_001157886.1_24517,0.008222,0.2233,0.03682
lcl|NC_000007.14_cds_NP_001177777.1_45933,lcl|NC_000072.6_cds_NP_058573.3_24521,0.006083,0.2082,0.02922
lcl|NC_000007.14_cds_NP_001177778.1_45928,lcl|NC_000072.6_cds_NP_001157885.1_24516,0.008699,0.2013,0.04322
lcl|NC_000007.14_cds_NP_001177987.2_42680,lcl|NC_000072.6_cds_XP_006505797.1_25210,0.02453,0.5059,0.04848
lcl|NC_000007.14_cds_NP_001180242.1_42917,lcl|NC_000079.6_cds_NP_619595.3_54679,0.083,0.5011,0.1656
lcl|NC_000007.14_cds_NP_001180511.1_45290,lcl|NC_000078.6_cds_XP_006516026.1_52352,0.0364,0.4778,0.07619
lcl|NC_000007.14_cds_NP_001180513.1_45268,lcl|NC_000078.6_cds_XP_006516032.1_52364,0.03692,0.4958,0.07447
lcl|NC_000007.14_cds_NP_001182079.1_45698,lcl|NC_000072.6_cds_NP_001138832.1_24341,0.09988,0.4938,0.2023
lcl|NC_000007.14_cds_NP_001182207.1_46097,lcl|NC_000072.6_cds_XP_006506423.1_24664,0.001527,0.271,0.005637
lcl|NC_000007.14_cds_NP_001182209.1_42259,lcl|NC_000078.6_cds_XP_006515276.1_52273,0.1607,0.7314,0.2198
lcl|NC_000007.14_cds_NP_001183955.1_42612,lcl|NC_000072.6_cds_NP_001157833.1_25170,0.0398,0.483,0.08239
lcl|NC_000007.14_cds_NP_001186564.1_42661,lcl|NC_000072.6_cds_NP_031433.3_25196,0.03647,0.4225,0.08631
lcl|NC_000007.14_cds_NP_001186565.1_42662,lcl|NC_000072.6_cds_XP_011239454.1_25197,0.03655,0.4233,0.08635
lcl|NC_000007.14_cds_NP_001186566.1_42666,lcl|NC_000072.6_cds_XP_011239455.1_25200,0.03271,0.4412,0.07413
lcl|NC_000007.14_cds_NP_001186601.1_45667,lcl|NC_000072.6_cds_NP_908942.1_24313,0.00426,0.2746,0.01551
lcl|NC_000007.14_cds_NP_001186622.1_46579,lcl|NC_000071.6_cds_XP_006535718.1_19671,0.0282,0.4808,0.05866
lcl|NC_000007.14_cds_NP_001186623.1_46580,lcl|NC_000071.6_cds_XP_006535719.1_19672,0.02831,0.4806,0.05891
lcl|NC_000007.14_cds_NP_001186635.1_42785,lcl|NC_000075.6_cds_XP_006510628.1_38669,0.07291,0.494,0.1476
lcl|NC_000007.14_cds_NP_001186745.1_42642,lcl|NC_000072.6_cds_XP_006505429.1_25180,0.1217,0.4844,0.2513
lcl|NC_000007.14_cds_NP_001186776.1_44524,lcl|NC_000071.6_cds_NP_083714.3_23703,0.006955,0.6235,0.01115
lcl|NC_000007.14_cds_NP_001188301.1_45687,lcl|NC_000072.6_cds_XP_017177059.1_24333,0.06765,0.4604,0.1469
lcl|NC_000007.14_cds_NP_001189404.1_42647,lcl|NC_000072.6_cds_NP_001275547.1_25183,0.06688,0.4865,0.1375
lcl|NC_000007.14_cds_NP_001189411.1_42650,lcl|NC_000072.6_cds_XP_006505545.1_25184,0.03682,0.4326,0.08509
lcl|NC_000007.14_cds_NP_001189427.1_45760,lcl|NC_000072.6_cds_XP_017177008.1_24404,0,0.2228,0
lcl|NC_000007.14_cds_NP_001189472.1_44938,lcl|NC_000071.6_cds_XP_006504415.1_23172,0.04169,0.4807,0.08673
lcl|NC_000007.14_cds_NP_001190176.1_46395,lcl|NC_000072.6_cds_NP_031997.2_24876,0.007,0.3417,0.02049
lcl|NC_000007.14_cds_NP_001190177.1_46390,lcl|NC_000072.6_cds_XP_006505586.1_24874,0.007076,0.3483,0.02032
lcl|NC_000007.14_cds_NP_001190178.1_46389,lcl|NC_000072.6_cds_XP_006505588.1_24873,0.007503,0.3697,0.02029
lcl|NC_000007.14_cds_NP_001191355.1_43790,lcl|NC_000071.6_cds_NP_001292804.1_23010,0.03092,0.5717,0.05409
lcl|NC_000007.14_cds_NP_001193767.1_45483,lcl|NC_000072.6_cds_NP_001297993.1_24200,0.05452,0.4711,0.1157
lcl|NC_000007.14_cds_NP_001193768.1_45484,lcl|NC_000072.6_cds_XP_006505081.1_24202,0.05479,0.474,0.1156
lcl|NC_000007.14_cds_NP_001207697.1_43316,lcl|NC_000077.6_cds_XP_011242016.1_46394,0.03625,0.4565,0.0794
lcl|NC_000007.14_cds_NP_001210.1_45668,lcl|NC_000072.6_cds_NP_031620.1_24312,0.009028,0.2824,0.03196
lcl|NC_000007.14_cds_NP_001211.3_43120,lcl|NC_000077.6_cds_XP_006514528.1_46267,0.01495,0.3117,0.04795
lcl|NC_000007.14_cds_NP_001224.1_45426,lcl|NC_000072.6_cds_NP_058596.1_24132,0.04563,0.5623,0.08115
lcl|NC_000007.14_cds_NP_001231509.1_44522,lcl|NC_000071.6_cds_XP_006504856.1_23689,0.004793,0.6623,0.007236
lcl|NC_000007.14_cds_NP_001231512.1_45418,lcl|NC_000072.6_cds_XP_006505099.1_24128,0.09264,0.4559,0.2032
lcl|NC_000007.14_cds_NP_001243820.1_44180,lcl|NC_000071.6_cds_NP_001074443.1_19399,0.03381,0.6129,0.05517
lcl|NC_000007.14_cds_NP_001244896.1_42671,lcl|NC_000072.6_cds_XP_017177013.1_25205,0.2717,0.6186,0.4391
lcl|NC_000007.14_cds_NP_001257572.1_46022,lcl|NC_000072.6_cds_XP_006505813.1_24586,0.005395,0.2737,0.01971
lcl|NC_000007.14_cds_NP_001258629.1_42025,lcl|NC_000071.6_cds_NP_080008.1_23648,0.1656,0.6988,0.237
lcl|NC_000007.14_cds_NP_001264044.1_42366,lcl|NC_000078.6_cds_NP_034190.3_54432,0.08426,0.5631,0.1496
lcl|NC_000007.14_cds_NP_001265350.1_44463,lcl|NC_000072.6_cds_NP_001177952.1_24040,0.009622,0.4028,0.02389
lcl|NC_000007.14_cds_NP_001265492.1_44926,lcl|NC_000071.6_cds_NP_077794.2_23187,0.07058,0.7507,0.09401
lcl|NC_000007.14_cds_NP_001265868.1_43771,lcl|NC_000071.6_cds_XP_006504423.1_23014,0.1165,0.7084,0.1645
lcl|NC_000007.14_cds_NP_001269351.1_45543,lcl|NC_000072.6_cds_NP_001297997.1_24233,0.09014,0.4973,0.1813
lcl|NC_000007.14_cds_NP_001269717.1_45664,lcl|NC_000072.6_cds_XP_017177141.1_24303,0.1348,0.4116,0.3276
lcl|NC_000007.14_cds_NP_001271212.1_43462,lcl|NC_000072.6_cds_XP_006506014.1_25273,0.06481,0.8895,0.07286
lcl|NC_000007.14_cds_NP_001271220.1_45231,lcl|NC_000078.6_cds_NP_598809.1_52160,0.01222,0.2397,0.05097
lcl|NC_000007.14_cds_NP_001271224.1_46617,lcl|NC_000071.6_cds_XP_017176072.1_19695,0.02929,0.4054,0.07226
lcl|NC_000007.14_cds_NP_001271271.1_43592,lcl|NC_000071.6_cds_NP_001001327.1_22874,0.09914,0.1274,0.7783
lcl|NC_000007.14_cds_NP_001273990.1_43621,lcl|NC_000071.6_cds_XP_006504510.1_22888,0.02874,0.5925,0.0485
lcl|NC_000007.14_cds_NP_001274.1_44902,lcl|NC_000071.6_cds_NP_031483.1_23217,0,0.4724,0
lcl|NC_000007.14_cds_NP_001274428.1_41874,lcl|NC_000071.6_cds_XP_006504803.1_23537,0.2441,0.7574,0.3223
lcl|NC_000007.14_cds_NP_001274455.1_44925,lcl|NC_000071.6_cds_XP_011239207.1_23195,0.07526,0.719,0.1047
lcl|NC_000007.14_cds_NP_001276863.1_44808,lcl|NC_000071.6_cds_NP_001162123.1_23305,0.07215,0.4863,0.1484
